acct_num,status,gender,last_name,first_name,salary,city,state,
CU-46113178,RR,F,HILL, abigail,$266418,oneonta,NY,
CU-74606344,RM,F,HILL, marie,$83870,oneonta,NY,
CU-08880427,RR,F,HILL, denise,$198310,oneonta,NY,
CU-07653483,RR,F,HILL, beverly,$51034,oneonta,NY,
CU-22477364,RR,F,HILL, amber,$42145,oneonta,NY,
CU-04960639,RMS,F,HILL, theresa,$78721,oneonta,NY,
CU-11809366,RR,F,HILL, marilyn,$222380,oneonta,NY,
CU-94984531,RR,F,HILL, danielle,$154192,oneonta,NY,
CU-87125802,RR,F,HILL, diana,$102965,oneonta,NY,
CU-24021040,RR,F,HILL, brittany,$50346,oneonta,NY,
CU-19177493,RR,F,HILL, natalie,$243835,oneonta,NY,
CU-27059683,RM,F,HILL, sophia,$87094,oneonta,NY,
CU-26252165,RMS,F,HILL, rose,$203220,oneonta,NY,
CU-33872970,RR,F,HILL, isabella,$252132,oneonta,NY,
CU-15168188,RR,F,HILL, alexis,$134194,oneonta,NY,
CU-63864321,RMS,F,HILL, kayla,$129015,oneonta,NY,
CU-02054668,RM,F,HILL, charlotte,$114939,oneonta,NY,
CU-98447325,RMS,M,FLORES, james,$107334,ithaca,NY,
CU-41803608^,RM,M,FLORES, john,$218644,plattsburgh,NY,
CU-32782333,RMS,M,FLORES, robert,$69093,saratoga%springs,NY,
CU-73412474,RMS,M,FLORES, michael,$148680,rochester,NY,
CU-30597984,RM,M,FLORES, william,$197401,ogdensburg,NY,
CU-65852253,RMS,M,FLORES, david,$164901,ithaca,NY,
CU-76038796,RM,M,FLORES, richard,$331949,norwich,NY,
CU-43219149,RMS,M,FLORES, joseph,$190738,rome,NY,
CU-21273553,RM,M,FLORES, thomas,$191636,new%rochelle,NY,
CU-99393052,RMS,M,FLORES, charles,$202829,rome,NY,
CU-73292646,RMS,M,FLORES, christopher,$197283,buffalo,NY,
CU-41421942,RMS,M,FLORES, daniel,$186982,mount%vernon,NY,
CU-06981440,RMS,M,FLORES, matthew,$280097,auburn,NY,
CU-28718120,RMS,M,FLORES, anthony,$246032,syracuse,NY,
CU-44846495,RMS,M,FLORES, donald,$53530,batavia,NY,
CU-05649466@,RR,M,FLORES, mark,$88720,watertown,NY,
CU-37024717^,RM,M,FLORES, paul,$173098,poughkeepsie,NY,
CU-01694324^,RMS,M,FLORES, steven,$284167,mount%vernon,NY,
CU-17939495,RM,M,FLORES, andrew,$284432,north%tonawanda,NY,
CU-31938959,RR,M,FLORES, kenneth,$141363,hornell,NY,
CU-51404003,RM,M,FLORES, joshua,$135119,oneida,NY,
CU-27046089,RM,M,FLORES, kevin,$193811,ogdensburg,NY,
CU-44064004,RR,M,FLORES, brian,$153278,buffalo,NY,
CU-61209266,RR,M,FLORES, george,$55023,new%rochelle,NY,
CU-71501122@,RR,M,FLORES, edward,$98210,rochester,NY,
CU-16418394^,RMS,M,FLORES, ronald,$80211,binghamton,NY,
CU-03284324,RM,M,FLORES, timothy,$198579,watertown,NY,
CU-70644455@,RMS,M,FLORES, jason,$112250,hudson,NY,
CU-10041185,RMS,M,FLORES, jeffrey,$123571,glens%falls,NY,
CU-11723544@,RM,M,FLORES, ryan,$271705,amsterdam,NY,
CU-46909159@,RM,M,FLORES, jacob,$298066,rensselaer,NY,
CU-95446278,RM,M,FLORES, gary,$273682,utica,NY,
CU-39388945^,RR,M,FLORES, nicholas,$167971,mechanicville,NY,
CU-50027242,RM,M,FLORES, eric,$61719,little%falls,NY,
CU-78110959,RM,M,FLORES, jonathan,$328267,cortland,NY,
CU-36239931,RMS,M,FLORES, stephen,$86890,geneva,NY,
CU-97510799,RM,M,FLORES, larry,$159840,white%plains,NY,
CU-75824460,RM,M,FLORES, justin,$60402,rochester,NY,
CU-98882259,RM,M,FLORES, scott,$65615,rensselaer,NY,
CU-13614763,RM,M,FLORES, brandon,$187760,lockport,NY,
CU-26294358@,RR,M,FLORES, benjamin,$85878,fulton,NY,
CU-52137129,RMS,M,FLORES, samuel,$230113,middletown,NY,
CU-52511868,RMS,M,FLORES, frank,$198538,troy,NY,
CU-38051926,RMS,M,FLORES, gregory,$54724,geneva,NY,
CU-23476671,RM,M,FLORES, raymond,$269628,saratoga%springs,NY,
CU-57475922,RM,M,FLORES, alexander,$59829,saratoga%springs,NY,
CU-86118207,RM,M,FLORES, patrick,$228952,salamanca,NY,
CU-95573872,RM,M,FLORES, jack,$280249,rensselaer,NY,
CU-00292866,RMS,M,FLORES, dennis,$168950,white%plains,NY,
CU-75807432^,RM,M,FLORES, jerry,$178251,rochester,NY,
CU-08151188,RR,M,FLORES, tyler,$158581,dunkirk,NY,
CU-93252217,RMS,M,FLORES, aaron,$241632,watervliet,NY,
CU-02696670,RR,M,FLORES, jose,$324248,glens%falls,NY,
CU-25881989,RMS,M,FLORES, henry,$256679,auburn,NY,
CU-07281625^,RMS,M,FLORES, adam,$236874,rome,NY,
CU-80347775,RM,M,FLORES, douglas,$70716,olean,NY,
CU-24054141,RM,M,FLORES, nathan,$312554,rome,NY,
CU-95715888,RM,M,FLORES, peter,$84337,middletown,NY,
CU-26941091,RMS,M,FLORES, zachary,$208514,kingston,NY,
CU-80732463^,RM,M,FLORES, kyle,$69846,poughkeepsie,NY,
CU-78443729,RM,M,FLORES, walter,$51355,dunkirk,NY,
CU-66131375@,RM,M,FLORES, harold,$119484,white%plains,NY,
CU-20540780,RR,M,FLORES, jeremy,$231232,syracuse,NY,
CU-52003930,RM,M,FLORES, ethan,$142869,schenectady,NY,
CU-21267208,RMS,M,FLORES, carl,$303179,ogdensburg,NY,
CU-12259600^,RM,M,FLORES, keith,$335426,rensselaer,NY,
CU-82083455,RMS,M,FLORES, roger,$199296,binghamton,NY,
CU-79526320,RMS,M,FLORES, gerald,$232358,saratoga%springs,NY,
CU-90923500,RMS,M,FLORES, christian,$181356,mount%vernon,NY,
CU-86689947,RM,M,FLORES, terry,$204863,lockport,NY,
CU-34381721^,RM,M,FLORES, sean,$136982,long%beach,NY,
CU-19512732@,RM,M,FLORES, arthur,$307927,long%beach,NY,
CU-02127691,RR,M,FLORES, austin,$107833,norwich,NY,
CU-07775702^,RM,M,FLORES, noah,$339460,hudson,NY,
CU-61481646,RR,M,FLORES, lawrence,$282420,port%jervis,NY,
CU-10096599,RM,M,FLORES, jesse,$193447,norwich,NY,
CU-10594958@,RM,M,FLORES, joe,$274215,long%beach,NY,
CU-13700786,RR,M,FLORES, bryan,$211034,niagara%falls,NY,
CU-07958332,RR,M,FLORES, billy,$289394,oneida,NY,
CU-10415666,RM,M,FLORES, jordan,$315608,white%plains,NY,
CU-55783044,RMS,M,FLORES, albert,$347165,geneva,NY,
CU-12865839,RM,M,FLORES, dylan,$211096,sherrill,NY,
CU-42926508,RMS,M,FLORES, bruce,$272431,long%beach,NY,
CU-88788396^,RM,M,FLORES, willie,$213693,oneonta,NY,
CU-15612350,RM,M,FLORES, gabriel,$336038,hornell,NY,
CU-33681488,RR,M,FLORES, alan,$339241,tonawanda,NY,
CU-77760046,RM,M,FLORES, juan,$195213,corning,NY,
CU-45520066,RM,M,FLORES, logan,$272853,fulton,NY,
CU-97592820,RMS,M,FLORES, wayne,$113024,hudson,NY,
CU-63338493@,RM,M,FLORES, ralph,$178291,jamestown,NY,
CU-20514715,RM,M,FLORES, roy,$219979,johnstown,NY,
CU-12844828,RMS,M,FLORES, eugene,$286861,albany,NY,
CU-37624065,RMS,M,FLORES, randy,$50568,sherrill,NY,
CU-30967901,RMS,M,FLORES, vincent,$326084,hudson,NY,
CU-94525154,RMS,M,FLORES, russell,$287795,schenectady,NY,
CU-08655283,RM,M,FLORES, louis,$122038,olean,NY,
CU-69510908,RMS,M,FLORES, philip,$182125,rome,NY,
CU-91343742,RR,M,FLORES, bobby,$131740,niagara%falls,NY,
CU-13736708,RR,M,FLORES, johnny,$170100,amsterdam,NY,
CU-81747344,RMS,M,FLORES, bradley,$323119,newburgh,NY,
CU-84054786,RR,F,FLORES, mary,$262855,newburgh,NY,
CU-98669563,RR,F,FLORES, patricia,$101398,newburgh,NY,
CU-01837419,RM,F,FLORES, jennifer,$188112,newburgh,NY,
CU-74722737,RM,F,FLORES, linda,$130117,newburgh,NY,
CU-00487861,RM,F,FLORES, elizabeth,$189464,newburgh,NY,
CU-62253071,RR,F,FLORES, barbara,$100625,newburgh,NY,
CU-92442196,RR,F,FLORES, susan,$96623,newburgh,NY,
CU-84524174,RM,F,FLORES, jessica,$205041,newburgh,NY,
CU-30622304,RR,F,FLORES, sarah,$219939,newburgh,NY,
CU-36407517,RMS,F,FLORES, karen,$240964,newburgh,NY,
CU-71384137,RMS,F,FLORES, nancy,$108265,newburgh,NY,
CU-31031284,RMS,F,FLORES, lisa,$269268,newburgh,NY,
CU-51199161,RR,F,FLORES, margaret,$173292,newburgh,NY,
CU-02251004,RM,F,FLORES, betty,$237372,newburgh,NY,
CU-34514918,RMS,F,FLORES, sandra,$62618,newburgh,NY,
CU-33980427,RR,F,FLORES, ashley,$79527,newburgh,NY,
CU-32285909,RM,F,FLORES, dorothy,$69162,newburgh,NY,
CU-95560222,RM,F,FLORES, kimberly,$135216,newburgh,NY,
CU-89730557,RR,F,FLORES, emily,$149456,newburgh,NY,
CU-31356635,RR,F,FLORES, donna,$156228,newburgh,NY,
CU-69573782,RR,F,FLORES, michelle,$209759,newburgh,NY,
CU-24928404,RMS,F,FLORES, carol,$243024,newburgh,NY,
CU-27389671,RR,F,FLORES, amanda,$251310,newburgh,NY,
CU-27364157,RR,F,FLORES, melissa,$234621,newburgh,NY,
CU-07739459,RR,F,FLORES, deborah,$35586,newburgh,NY,
CU-03350483,RMS,F,FLORES, stephanie,$226634,newburgh,NY,
CU-44885397,RR,F,FLORES, rebecca,$208517,newburgh,NY,
CU-81426537,RM,F,FLORES, laura,$125249,newburgh,NY,
CU-57050684,RMS,F,FLORES, sharon,$109367,newburgh,NY,
CU-33254271,RR,F,FLORES, cynthia,$35380,newburgh,NY,
CU-03217288,RM,F,FLORES, kathleen,$193876,newburgh,NY,
CU-89421831,RR,F,FLORES, amy,$203633,newburgh,NY,
CU-37654011,RR,F,FLORES, shirley,$43911,newburgh,NY,
CU-11237110,RR,F,FLORES, angela,$221559,newburgh,NY,
CU-59915253,RR,F,FLORES, helen,$225054,newburgh,NY,
CU-17574138,RM,F,FLORES, anna,$145534,newburgh,NY,
CU-00244128,RR,F,FLORES, brenda,$193211,newburgh,NY,
CU-21047404,RM,F,FLORES, pamela,$161023,newburgh,NY,
CU-84994084,RR,F,FLORES, nicole,$59156,newburgh,NY,
CU-82526164,RMS,F,FLORES, samantha,$202785,newburgh,NY,
CU-95425684,RMS,F,FLORES, katherine,$116549,newburgh,NY,
CU-61211376,RM,F,FLORES, emma,$234426,newburgh,NY,
CU-60190245,RMS,F,FLORES, ruth,$108645,newburgh,NY,
CU-16686202,RR,F,FLORES, christine,$137280,newburgh,NY,
CU-75331022,RR,F,FLORES, catherine,$54612,newburgh,NY,
CU-83368889,RR,F,FLORES, debra,$134470,newburgh,NY,
CU-62538834,RM,F,FLORES, rachel,$137230,newburgh,NY,
CU-09418570,RR,F,FLORES, carolyn,$263975,newburgh,NY,
CU-93535196,RM,F,FLORES, janet,$56796,newburgh,NY,
CU-32203531,RM,F,FLORES, virginia,$88745,newburgh,NY,
CU-16966812,RR,F,FLORES, maria,$38760,newburgh,NY,
CU-05224369,RM,F,FLORES, heather,$226180,newburgh,NY,
CU-82369230,RR,F,FLORES, diane,$170096,newburgh,NY,
CU-19496378,RMS,F,FLORES, julie,$165809,newburgh,NY,
CU-11617102,RR,F,FLORES, joyce,$158608,newburgh,NY,
CU-91205898,RR,F,FLORES, victoria,$65955,newburgh,NY,
CU-79930295,RR,F,FLORES, kelly,$78328,newburgh,NY,
CU-46059698,RR,F,FLORES, christina,$225302,newburgh,NY,
CU-80923040,RR,F,FLORES, lauren,$219356,newburgh,NY,
CU-51585491,RM,F,FLORES, joan,$236396,newburgh,NY,
CU-81131016,RMS,F,FLORES, evelyn,$36850,newburgh,NY,
CU-11815751,RR,F,FLORES, olivia,$100646,newburgh,NY,
CU-47230933,RR,F,FLORES, judith,$39609,newburgh,NY,
CU-71769722,RMS,F,FLORES, megan,$95827,newburgh,NY,
CU-37344246,RR,F,FLORES, cheryl,$72111,newburgh,NY,
CU-37194556,RR,F,FLORES, martha,$247620,newburgh,NY,
CU-48990656,RR,F,FLORES, andrea,$231759,newburgh,NY,
CU-21162305,RM,F,FLORES, frances,$206421,newburgh,NY,
CU-68612036,RR,F,FLORES, hannah,$167379,newburgh,NY,
CU-07932583,RM,F,FLORES, jacqueline,$256256,newburgh,NY,
CU-79434177,RR,F,FLORES, ann,$211205,newburgh,NY,
CU-83568265,RR,F,FLORES, gloria,$233526,newburgh,NY,
CU-69976670,RMS,F,FLORES, jean,$222523,newburgh,NY,
CU-48591584,RM,F,FLORES, kathryn,$238412,newburgh,NY,
CU-17997482,RR,F,FLORES, alice,$260478,newburgh,NY,
CU-15507560,RMS,F,FLORES, teresa,$131208,newburgh,NY,
CU-23318668,RR,F,FLORES, sara,$196401,newburgh,NY,
CU-33561373,RR,F,FLORES, janice,$56444,newburgh,NY,
CU-91756295,RR,F,FLORES, doris,$275913,newburgh,NY,
CU-81826293,RR,F,FLORES, madison,$188807,newburgh,NY,
CU-28484120,RMS,F,FLORES, julia,$97431,newburgh,NY,
CU-07522087,RR,F,FLORES, grace,$43338,newburgh,NY,
CU-05495659,RR,F,FLORES, judy,$79668,newburgh,NY,
CU-93722465,RR,F,FLORES, abigail,$185067,newburgh,NY,
CU-90613296,RR,F,FLORES, marie,$183399,newburgh,NY,
CU-87559301,RR,F,FLORES, denise,$180092,newburgh,NY,
CU-75781492,RR,F,FLORES, beverly,$179884,newburgh,NY,
CU-96223837,RR,F,FLORES, amber,$47757,newburgh,NY,
CU-30195813,RM,F,FLORES, theresa,$290756,newburgh,NY,
CU-14310100,RR,F,FLORES, marilyn,$233219,newburgh,NY,
CU-73620401,RMS,F,FLORES, danielle,$61482,newburgh,NY,
CU-41898517,RR,F,FLORES, diana,$78804,newburgh,NY,
CU-53838842,RR,F,FLORES, brittany,$234632,newburgh,NY,
CU-96576186,RR,F,FLORES, natalie,$237045,newburgh,NY,
CU-34297462,RR,F,FLORES, sophia,$106615,newburgh,NY,
CU-52558306,RM,F,FLORES, rose,$54551,newburgh,NY,
CU-95806421,RM,F,FLORES, isabella,$67779,newburgh,NY,
CU-85357739,RR,F,FLORES, alexis,$101915,newburgh,NY,
CU-16060466,RMS,F,FLORES, kayla,$92013,newburgh,NY,
CU-68590938,RR,F,FLORES, charlotte,$231282,newburgh,NY,
CU-65408725,RR,M,GREEN, james,$167778,gloversville,NY,
CU-35177167,RR,M,GREEN, john,$253489,oswego,NY,
CU-92955154@,RMS,M,GREEN, robert,$241682,port%jervis,NY,
CU-73219559^,RM,M,GREEN, michael,$58433,corning,NY,
CU-41070394@,RMS,M,GREEN, william,$142330,cortland,NY,
CU-20959841^,RMS,M,GREEN, david,$275721,glens%falls,NY,
CU-29666712,RMS,M,GREEN, richard,$93308,auburn,NY,
CU-98811657@,RMS,M,GREEN, joseph,$292522,long%beach,NY,
CU-53290736@,RM,M,GREEN, thomas,$286056,peekskill,NY,
CU-20403063,RMS,M,GREEN, charles,$119554,yonkers,NY,
CU-28278902,RMS,M,GREEN, christopher,$349686,watervliet,NY,
CU-14961972,RMS,M,GREEN, daniel,$253568,geneva,NY,
CU-25270194@,RMS,M,GREEN, matthew,$307285,jamestown,NY,
CU-36266474,RM,M,GREEN, anthony,$314452,oneida,NY,
CU-65841052,RMS,M,GREEN, donald,$143846,oneida,NY,
CU-24116796^,RR,M,GREEN, mark,$84985,new%rochelle,NY,
CU-19468649@,RR,M,GREEN, paul,$109280,kingston,NY,
CU-93370774,RR,M,GREEN, steven,$177494,oswego,NY,
CU-92982947,RMS,M,GREEN, andrew,$175386,batavia,NY,
CU-81105659,RMS,M,GREEN, kenneth,$136885,utica,NY,
CU-52657688,RMS,M,GREEN, joshua,$330787,peekskill,NY,
CU-21731301,RMS,M,GREEN, kevin,$176520,north%tonawanda,NY,
CU-04618006,RM,M,GREEN, brian,$260005,buffalo,NY,
CU-20830491@,RM,M,GREEN, george,$221652,beacon,NY,
CU-45971266,RM,M,GREEN, edward,$192319,jamestown,NY,
CU-26664808,RM,M,GREEN, ronald,$241297,oneida,NY,
CU-06275074,RM,M,GREEN, timothy,$248607,buffalo,NY,
CU-98722826,RM,M,GREEN, jason,$76026,middletown,NY,
CU-63768633^,RM,M,GREEN, jeffrey,$257008,hudson,NY,
CU-77474803^,RR,M,GREEN, ryan,$84858,oswego,NY,
CU-88904919^,RM,M,GREEN, jacob,$262737,hornell,NY,
CU-26535098,RMS,M,GREEN, gary,$267487,batavia,NY,
CU-98550818,RM,M,GREEN, nicholas,$173489,salamanca,NY,
CU-44969774,RMS,M,GREEN, eric,$178674,north%tonawanda,NY,
CU-70621834,RM,M,GREEN, jonathan,$329889,binghamton,NY,
CU-92270013,RMS,M,GREEN, stephen,$52127,sherrill,NY,
CU-76996873,RM,M,GREEN, larry,$51316,geneva,NY,
CU-99081072,RR,M,GREEN, justin,$299569,poughkeepsie,NY,
CU-07973655,RM,M,GREEN, scott,$336436,oneida,NY,
CU-03299355,RM,M,GREEN, brandon,$238636,oneonta,NY,
CU-63309642,RMS,M,GREEN, benjamin,$154558,peekskill,NY,
CU-92829734,RR,M,GREEN, samuel,$141103,white%plains,NY,
CU-79346962,RM,M,GREEN, frank,$276226,watertown,NY,
CU-53883971,RMS,M,GREEN, gregory,$71362,dunkirk,NY,
CU-03706477,RMS,M,GREEN, raymond,$318604,beacon,NY,
CU-01527263^,RMS,M,GREEN, alexander,$287692,binghamton,NY,
CU-79461752,RMS,M,GREEN, patrick,$176061,mechanicville,NY,
CU-90587487,RMS,M,GREEN, jack,$166488,olean,NY,
CU-43994072,RMS,M,GREEN, dennis,$207525,cortland,NY,
CU-13991407,RR,M,GREEN, jerry,$333426,mechanicville,NY,
CU-51752557,RMS,M,GREEN, tyler,$89111,batavia,NY,
CU-43189645^,RM,M,GREEN, aaron,$229754,poughkeepsie,NY,
CU-96145629,RM,M,GREEN, jose,$280797,new%rochelle,NY,
CU-87532817,RR,M,GREEN, henry,$163645,jamestown,NY,
CU-97717961,RR,M,GREEN, adam,$100780,jamestown,NY,
CU-49986542@,RR,M,GREEN, douglas,$270093,schenectady,NY,
CU-09255751,RMS,M,GREEN, nathan,$93612,jamestown,NY,
CU-64499460@,RMS,M,GREEN, peter,$203321,amsterdam,NY,
CU-34960356,RMS,M,GREEN, zachary,$208799,long%beach,NY,
CU-33778668^,RR,M,GREEN, kyle,$204158,troy,NY,
CU-06866228,RM,M,GREEN, walter,$309460,saratoga%springs,NY,
CU-98397265,RM,M,GREEN, harold,$105549,amsterdam,NY,
CU-50227526@,RM,M,GREEN, jeremy,$225642,new%rochelle,NY,
CU-94040206,RM,M,GREEN, ethan,$74737,saratoga%springs,NY,
CU-44798272,RMS,M,GREEN, carl,$232475,watervliet,NY,
CU-26874933,RM,M,GREEN, keith,$200667,olean,NY,
CU-96574101,RM,M,GREEN, roger,$194740,oswego,NY,
CU-84279292,RMS,M,GREEN, gerald,$313542,johnstown,NY,
CU-25314595,RMS,M,GREEN, christian,$297699,tonawanda,NY,
CU-52110905,RM,M,GREEN, terry,$227411,watervliet,NY,
CU-02484082,RMS,M,GREEN, sean,$63833,middletown,NY,
CU-17745524,RR,M,GREEN, arthur,$104108,kingston,NY,
CU-17572828,RR,M,GREEN, austin,$78101,ithaca,NY,
CU-16950916@,RM,M,GREEN, noah,$101582,jamestown,NY,
CU-31376156@,RR,M,GREEN, lawrence,$158114,gloversville,NY,
CU-35923693^,RMS,M,GREEN, jesse,$211392,new%rochelle,NY,
CU-51370432@,RM,M,GREEN, joe,$232173,new%rochelle,NY,
CU-82030880,RMS,M,GREEN, bryan,$249952,kingston,NY,
CU-69339838,RR,M,GREEN, billy,$134688,sherrill,NY,
CU-58077377^,RM,M,GREEN, jordan,$223736,white%plains,NY,
CU-18051428^,RMS,M,GREEN, albert,$136176,glen%cove,NY,
CU-03129064,RR,M,GREEN, dylan,$333656,watervliet,NY,
CU-74063058,RR,M,GREEN, bruce,$291162,glens%falls,NY,
CU-33187931,RMS,M,GREEN, willie,$239367,buffalo,NY,
CU-97461116@,RR,M,GREEN, gabriel,$263167,schenectady,NY,
CU-60530268,RMS,M,GREEN, alan,$134686,peekskill,NY,
CU-67136506,RM,M,GREEN, juan,$71406,long%beach,NY,
CU-19975638,RR,M,GREEN, logan,$154938,salamanca,NY,
CU-31185449@,RR,M,GREEN, wayne,$100235,port%jervis,NY,
CU-55601225,RMS,M,GREEN, ralph,$63720,,NY,
CU-64477224,RM,M,GREEN, roy,$253934,buffalo,NY,
CU-42690124,RM,M,GREEN, eugene,$92480,mechanicville,NY,
CU-72957019,RMS,M,GREEN, randy,$342857,beacon,NY,
CU-36476086^,RM,M,GREEN, vincent,$284368,batavia,NY,
CU-24987646,RMS,M,GREEN, russell,$304858,cortland,NY,
CU-50497373^,RMS,M,GREEN, louis,$292779,ogdensburg,NY,
CU-28709015@,RM,M,GREEN, philip,$294075,lockport,NY,
CU-61421154,RR,M,GREEN, bobby,$348581,cohoes,NY,
CU-89815290@,RM,M,GREEN, johnny,$96768,canandaigua,NY,
CU-02042623,RMS,M,GREEN, bradley,$235226,olean,NY,
CU-22287824,RR,F,GREEN, mary,$219890,olean,NY,
CU-35380166,RR,F,GREEN, patricia,$80994,olean,NY,
CU-61322609,RR,F,GREEN, jennifer,$185069,olean,NY,
CU-44266514,RMS,F,GREEN, linda,$121745,olean,NY,
CU-72170138,RR,F,GREEN, elizabeth,$260772,olean,NY,
CU-29243561,RR,F,GREEN, barbara,$233703,olean,NY,
CU-80092705,RR,F,GREEN, susan,$245749,olean,NY,
CU-81752033,RR,F,GREEN, jessica,$208397,olean,NY,
CU-08648870,RM,F,GREEN, sarah,$211249,olean,NY,
CU-05379923,RR,F,GREEN, karen,$40489,olean,NY,
CU-33155266,RR,F,GREEN, nancy,$192789,olean,NY,
CU-23786094,RR,F,GREEN, lisa,$116761,olean,NY,
CU-99628856,RR,F,GREEN, margaret,$190827,olean,NY,
CU-30564853,RM,F,GREEN, betty,$212720,olean,NY,
CU-79960808,RM,F,GREEN, sandra,$238509,olean,NY,
CU-60183067,RMS,F,GREEN, ashley,$60617,olean,NY,
CU-46695905,RR,F,GREEN, dorothy,$51035,olean,NY,
CU-08044932,RR,F,GREEN, kimberly,$87417,olean,NY,
CU-85369313,RR,F,GREEN, emily,$155711,olean,NY,
CU-62945944,RR,F,GREEN, donna,$42327,olean,NY,
CU-84055397,RR,F,GREEN, michelle,$135780,olean,NY,
CU-44180319,RR,F,GREEN, carol,$229449,olean,NY,
CU-21482402,RMS,F,GREEN, amanda,$121349,olean,NY,
CU-45746401,RM,F,GREEN, melissa,$105981,olean,NY,
CU-45433848,RMS,F,GREEN, deborah,$133234,olean,NY,
CU-68336442,RR,F,GREEN, stephanie,$165390,olean,NY,
CU-85139073,RR,F,GREEN, rebecca,$147349,olean,NY,
CU-44495456,RM,F,GREEN, laura,$129773,olean,NY,
CU-21355403,RR,F,GREEN, sharon,$36371,olean,NY,
CU-85361328,RMS,F,GREEN, cynthia,$237228,olean,NY,
CU-94620225,RR,F,GREEN, kathleen,$45546,olean,NY,
CU-64730776,RR,F,GREEN, amy,$39942,olean,NY,
CU-46540197,RMS,F,GREEN, shirley,$174142,olean,NY,
CU-45836653,RR,F,GREEN, angela,$184224,olean,NY,
CU-16979028,RM,F,GREEN, helen,$57642,olean,NY,
CU-01271193,RR,F,GREEN, anna,$190175,olean,NY,
CU-31342088,RR,F,GREEN, brenda,$116541,olean,NY,
CU-95173502,RMS,F,GREEN, pamela,$200695,olean,NY,
CU-85057219,RR,F,GREEN, nicole,$257806,olean,NY,
CU-57259897,RR,F,GREEN, samantha,$97793,olean,NY,
CU-32270575,RR,F,GREEN, katherine,$284252,olean,NY,
CU-97148079,RMS,F,GREEN, emma,$229795,olean,NY,
CU-54000703,RR,F,GREEN, ruth,$178856,olean,NY,
CU-73921208,RM,F,GREEN, christine,$246353,olean,NY,
CU-38363063,RR,F,GREEN, catherine,$263471,olean,NY,
CU-40366856,RR,F,GREEN, debra,$229768,olean,NY,
CU-30221572,RR,F,GREEN, rachel,$258905,olean,NY,
CU-69329371,RR,F,GREEN, carolyn,$192049,olean,NY,
CU-59352353,RR,F,GREEN, janet,$59228,olean,NY,
CU-40223089,RR,F,GREEN, virginia,$201780,olean,NY,
CU-30360279,RR,F,GREEN, maria,$67206,olean,NY,
CU-00660597,RR,F,GREEN, heather,$144058,olean,NY,
CU-92728988,RR,F,GREEN, diane,$243293,olean,NY,
CU-41755282,RM,F,GREEN, julie,$161930,olean,NY,
CU-89357308,RM,F,GREEN, joyce,$171437,olean,NY,
CU-90252614,RR,F,GREEN, victoria,$45139,olean,NY,
CU-55088705,RMS,F,GREEN, kelly,$79724,olean,NY,
CU-63393552,RR,F,GREEN, christina,$109646,olean,NY,
CU-82078124,RMS,F,GREEN, lauren,$258163,olean,NY,
CU-52553332,RR,F,GREEN, joan,$253941,olean,NY,
CU-99976937,RMS,F,GREEN, evelyn,$64323,olean,NY,
CU-81186487,RM,F,GREEN, olivia,$132624,olean,NY,
CU-66820293,RR,F,GREEN, judith,$77312,olean,NY,
CU-68483039,RR,F,GREEN, megan,$159549,olean,NY,
CU-79549576,RR,F,GREEN, cheryl,$200150,olean,NY,
CU-34973805,RMS,F,GREEN, martha,$63565,olean,NY,
CU-14960812,RR,F,GREEN, andrea,$198258,olean,NY,
CU-81922576,RR,F,GREEN, frances,$49252,olean,NY,
CU-41541802,RR,F,GREEN, hannah,$124859,olean,NY,
CU-40373778,RM,F,GREEN, jacqueline,$207158,olean,NY,
CU-37272469,RR,F,GREEN, ann,$82985,olean,NY,
CU-41263128,RMS,F,GREEN, gloria,$238032,olean,NY,
CU-60639462,RM,F,GREEN, jean,$189277,olean,NY,
CU-19328749,RR,F,GREEN, kathryn,$168630,olean,NY,
CU-06239225,RM,F,GREEN, alice,$168628,olean,NY,
CU-56487108,RM,F,GREEN, teresa,$146618,olean,NY,
CU-72278346,RR,F,GREEN, sara,$103358,olean,NY,
CU-91206024,RMS,F,GREEN, janice,$193841,olean,NY,
CU-82750944,RM,F,GREEN, doris,$200025,olean,NY,
CU-99982413,RR,F,GREEN, madison,$84060,olean,NY,
CU-28679935,RR,F,GREEN, julia,$169211,olean,NY,
CU-65821342,RR,F,GREEN, grace,$249451,olean,NY,
CU-74650403,RR,F,GREEN, judy,$43380,olean,NY,
CU-85048238,RR,F,GREEN, abigail,$145631,olean,NY,
CU-52743399,RR,F,GREEN, marie,$199503,olean,NY,
CU-47673084,RR,F,GREEN, denise,$203673,olean,NY,
CU-93773239,RR,F,GREEN, beverly,$49334,olean,NY,
CU-48990833,RR,F,GREEN, amber,$225809,olean,NY,
CU-19936018,RR,F,GREEN, theresa,$104185,olean,NY,
CU-24833183,RR,F,GREEN, marilyn,$107688,olean,NY,
CU-23956510,RMS,F,GREEN, danielle,$89506,olean,NY,
CU-71633110,RR,F,GREEN, diana,$195247,olean,NY,
CU-83717090,RR,F,GREEN, brittany,$53035,olean,NY,
CU-99298392,RR,F,GREEN, natalie,$148460,olean,NY,
CU-74445951,RMS,F,GREEN, sophia,$155446,olean,NY,
CU-36422737,RR,F,GREEN, rose,$195281,olean,NY,
CU-61881103,RR,F,GREEN, isabella,$106641,olean,NY,
CU-00563204,RMS,F,GREEN, alexis,$194853,olean,NY,
CU-11282527,RMS,F,GREEN, kayla,$99102,olean,NY,
